Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Titanium,85.55,4.46,31,55,875,0.0255,0.5177
Titanium,83.06,4.58,628,110,62,14.2747,0.5247
Titanium,87.5,4.55,81,130,206,0.6444,0.5937
Titanium,81.29,4.46,68,42,367,0.0809,0.3184
Titanium,77.81,4.5,245,58,647,0.2703,0.4686
Titanium,89.8,4.49,227,77,855,0.2339,0.3291
Titanium,83.38,4.57,268,19,275,0.2436,0.3612
Titanium,80.35,4.52,780,170,752,2.1985,0.63
Titanium,88.75,4.53,694,111,616,1.1754,0.6617
Titanium,78.25,4.57,328,16,187,0.3533,0.3129
Titanium,79.7,4.53,425,20,205,0.4409,0.3956
Titanium,88.06,4.4,432,23,274,0.4474,0.4647
Titanium,76.64,4.45,158,57,915,0.1401,0.3583
Titanium,78.11,4.49,368,149,462,1.6618,0.4536
Titanium,89.07,4.51,326,50,943,0.2116,0.5808
Titanium,85.11,4.47,136,20,642,0.0499,0.4091
Titanium,79.73,4.6,771,115,131,7.6936,0.3846
Titanium,76.42,4.47,503,120,314,2.3398,0.5987
Titanium,85.02,4.54,55,106,820,0.0731,0.5739
Titanium,83.15,4.6,374,36,506,0.3096,0.3551
Titanium,87.75,4.59,660,17,943,0.1503,0.6416
Titanium,75.97,4.52,684,82,414,2.0537,0.6828
Titanium,81.07,4.46,442,55,793,0.399,0.6295
Titanium,75.94,4.53,335,123,681,0.667,0.4399
Titanium,82.75,4.44,622,117,750,1.0611,0.3938
Titanium,85.56,4.44,245,175,367,1.2593,0.5051
Titanium,81.89,4.44,540,69,367,1.2068,0.3396
Titanium,76.89,4.49,682,116,737,1.3062,0.5726
Titanium,83.57,4.49,252,46,340,0.3664,0.5286
Titanium,84.77,4.57,480,83,350,1.3481,0.4245
Titanium,87.95,4.48,146,81,361,0.4352,0.6122
Titanium,79.59,4.45,254,172,858,0.7637,0.6239
Titanium,87.36,4.51,378,100,98,4.4182,0.4723
Titanium,88.52,4.45,595,57,357,0.915,0.341
Titanium,85.14,4.45,592,79,145,3.756,0.3919
Titanium,81.09,4.57,236,72,689,0.2633,0.5485
Titanium,87.69,4.56,453,123,782,0.9055,0.5149
Titanium,83.34,4.57,210,19,962,0.056,0.3717
Titanium,89.11,4.47,314,22,113,0.6672,0.5933
Titanium,81.69,4.46,332,192,545,1.521,0.5803
Titanium,86.01,4.47,735,106,210,4.6999,0.6752
Titanium,83.26,4.55,768,43,474,1.0002,0.3029
Titanium,84.88,4.47,274,102,864,0.4414,0.6071
Titanium,80.32,4.59,306,168,502,1.1248,0.5799
Titanium,76.07,4.55,275,127,374,1.3526,0.6516
Titanium,89.0,4.44,90,63,885,0.0686,0.5859
Titanium,86.56,4.43,242,19,863,0.0519,0.4314
Titanium,89.03,4.46,493,154,159,5.0095,0.684
Titanium,86.68,4.57,97,177,596,0.2934,0.5918
Titanium,80.66,4.4,672,107,390,2.2452,0.6271
Titanium,87.0,4.53,767,32,472,0.6261,0.4976
Titanium,75.98,4.54,675,164,281,4.7295,0.6962
Titanium,89.63,4.44,263,82,198,1.2546,0.5631
Titanium,82.95,4.57,753,166,653,2.2759,0.5108
Titanium,90.0,4.48,738,28,114,1.6853,0.3107
Titanium,85.29,4.49,91,76,656,0.1294,0.3032
Titanium,76.41,4.56,708,67,863,0.7186,0.3964
Titanium,89.17,4.49,87,45,294,0.1215,0.6486
Titanium,81.06,4.56,557,147,177,5.1251,0.5811
Titanium,82.58,4.41,184,198,671,0.6711,0.672
Titanium,86.95,4.47,580,40,580,0.3978,0.3777
Titanium,78.1,4.5,122,23,858,0.038,0.4029
Titanium,81.17,4.45,638,180,571,2.6772,0.5684
Titanium,76.83,4.57,600,128,580,2.0097,0.3333
Titanium,81.06,4.48,66,121,856,0.1319,0.3748
Titanium,80.86,4.48,767,54,555,1.0609,0.4876
Titanium,75.79,4.58,204,169,97,5.3637,0.5212
Titanium,76.52,4.47,681,96,131,7.5571,0.5913
Titanium,75.79,4.43,340,113,717,0.6779,0.3134
Titanium,83.76,4.55,141,158,413,0.6257,0.4619
Titanium,78.4,4.49,684,170,124,13.0057,0.4584
Titanium,84.18,4.46,680,91,749,0.9087,0.6123
Titanium,82.23,4.59,716,156,910,1.3161,0.3533
Titanium,86.5,4.46,345,24,339,0.2439,0.6622
Titanium,75.43,4.58,342,144,847,0.6648,0.3233
Titanium,76.58,4.54,507,136,142,7.4548,0.3209
Titanium,77.8,4.44,273,106,898,0.4545,0.3796
Titanium,88.28,4.52,406,198,340,2.7397,0.4692
Titanium,88.33,4.47,292,144,338,1.366,0.3439
Titanium,75.27,4.41,257,181,172,3.7205,0.6414
Titanium,88.11,4.56,754,92,841,1.0755,0.3193
Titanium,81.27,4.51,718,25,912,0.2578,0.5644
Titanium,87.72,4.55,226,111,779,0.3927,0.3888
Titanium,76.57,4.49,39,38,109,0.1931,0.5451
Titanium,84.64,4.5,102,32,609,0.0507,0.3967
Titanium,83.4,4.52,53,192,718,0.1576,0.4527
Titanium,87.79,4.44,718,113,373,2.4492,0.5751
Titanium,88.15,4.49,431,77,558,0.7443,0.5979
Titanium,89.97,4.58,522,176,135,7.1805,0.5234
Titanium,88.33,4.49,690,134,892,0.9633,0.579
Titanium,83.01,4.46,586,27,427,0.5328,0.5293
Titanium,79.36,4.56,593,5,205,0.2183,0.4454
Titanium,83.57,4.49,695,130,738,1.4,0.4363
Titanium,86.34,4.41,500,143,604,1.5123,0.5325
Titanium,78.99,4.58,238,77,992,0.2257,0.6186
Titanium,77.27,4.56,645,13,370,0.2718,0.3912
Titanium,78.2,4.58,376,62,738,0.359,0.5992
Titanium,78.3,4.59,504,163,214,4.2913,0.6231
Titanium,78.18,4.47,597,50,228,1.4779,0.4001
Titanium,77.04,4.48,227,51,512,0.3371,0.3655
Titanium,79.08,4.42,445,17,530,0.1905,0.6754
Titanium,80.46,4.49,421,32,913,0.1891,0.4303
Titanium,85.15,4.55,67,46,144,0.2088,0.6819
Titanium,76.44,4.5,149,165,136,2.0259,0.6751
Titanium,80.64,4.46,55,44,463,0.0568,0.6035
Titanium,83.52,4.56,770,7,701,0.0833,0.3961
Titanium,80.07,4.42,236,183,322,2.0071,0.5789
Titanium,75.21,4.47,586,178,481,3.2516,0.471
Titanium,86.77,4.59,265,14,272,0.1653,0.4011
Titanium,86.43,4.58,436,17,675,0.1395,0.405
Titanium,89.67,4.52,561,116,871,0.8654,0.3147
Titanium,80.83,4.58,589,116,604,1.2724,0.5112
Titanium,88.63,4.49,619,98,666,0.9267,0.5356
Titanium,78.88,4.5,261,22,864,0.0805,0.637
Titanium,84.58,4.59,685,68,928,0.5912,0.3966
Titanium,76.11,4.41,380,35,722,0.2478,0.5068
Titanium,85.08,4.49,431,116,332,1.7442,0.6326
Titanium,86.06,4.43,251,83,706,0.2778,0.4513
Titanium,85.91,4.57,448,116,97,7.2886,0.6289
Titanium,86.86,4.44,145,59,556,0.1566,0.3641
Titanium,79.24,4.5,451,195,270,4.7433,0.4223
Titanium,85.86,4.53,797,62,876,0.6465,0.5472
Titanium,86.74,4.46,665,42,412,0.6881,0.3916
Titanium,88.61,4.45,238,192,804,0.6811,0.4865
Titanium,76.55,4.45,718,116,322,2.9797,0.3054
Titanium,85.24,4.55,393,194,396,2.6159,0.5897
Titanium,86.41,4.41,136,190,753,0.3431,0.4545
Titanium,76.47,4.5,240,161,782,0.6144,0.5063
Titanium,88.83,4.41,448,6,114,0.2271,0.6395
Titanium,83.7,4.58,251,73,983,0.2438,0.6219
Titanium,88.88,4.49,776,154,188,7.8554,0.4374
Titanium,84.39,4.48,461,52,592,0.5435,0.3144
Titanium,83.87,4.47,296,29,984,0.0961,0.5786
Titanium,88.1,4.47,113,104,193,0.7688,0.6669
Titanium,78.65,4.59,537,17,847,0.1599,0.3955
Titanium,76.17,4.49,396,117,129,5.1932,0.6991
Titanium,89.56,4.56,757,165,687,1.9504,0.3319
Titanium,84.7,4.47,303,37,325,0.3315,0.6734
Titanium,86.54,4.54,732,147,868,1.5386,0.5742
Titanium,75.4,4.58,750,166,496,3.7148,0.6583
Titanium,77.93,4.52,505,65,412,0.8586,0.6048
Titanium,80.95,4.42,736,100,592,1.4615,0.684
Titanium,75.14,4.46,742,133,430,2.4812,0.5301
Titanium,78.02,4.45,525,131,756,1.3599,0.4697
Titanium,82.47,4.48,292,68,679,0.3218,0.5011
Titanium,83.98,4.44,121,131,807,0.2549,0.6806
Titanium,87.0,4.6,135,133,814,0.2298,0.609
Titanium,78.13,4.59,607,163,777,1.7542,0.477
Titanium,83.62,4.44,747,170,973,1.5692,0.4976
Titanium,77.46,4.49,185,135,502,0.742,0.6259
Titanium,78.67,4.51,382,192,886,1.0623,0.4636
Copper,37.02,8.81,53,157,487,0.4043,0.4368
Copper,40.07,8.82,44,117,584,0.2358,0.7362
Copper,38.98,8.87,633,37,696,0.9832,0.5117
Copper,42.38,8.96,41,60,611,0.0816,0.8205
Copper,48.37,8.89,415,172,734,2.3838,0.8401
Copper,39.87,8.96,718,100,729,2.8305,0.5376
Copper,44.11,8.8,745,115,997,1.6526,0.6965
Copper,39.89,8.91,601,28,992,0.4643,0.8851
Copper,38.75,8.94,613,72,926,1.2503,0.4099
Copper,49.35,8.88,74,107,417,0.3823,0.4632
Copper,42.88,8.94,544,197,826,3.267,0.8475
Copper,46.03,8.86,667,200,439,6.0454,0.4078
Copper,44.62,8.84,173,128,860,0.5048,0.7014
Copper,43.13,8.86,363,49,551,0.7387,0.4357
Copper,37.63,8.83,439,116,852,1.497,0.723
Copper,45.11,8.95,754,93,258,6.0104,0.5081
Copper,46.34,8.9,230,82,962,0.4577,0.6336
Copper,39.63,8.86,616,42,969,0.6331,0.6839
Copper,45.58,8.91,449,79,855,0.9684,0.7182
Copper,39.33,8.83,385,188,848,1.9511,0.4049
Copper,36.56,8.95,97,19,548,0.0981,0.7339
Copper,45.5,8.93,301,166,804,1.3639,0.4348
Copper,42.09,8.86,317,180,937,1.6055,0.5762
Copper,35.46,8.93,267,19,705,0.2099,0.5597
Copper,36.16,8.85,332,8,348,0.1997,0.8895
Copper,41.87,8.95,700,167,521,4.9219,0.8848
Copper,44.41,8.88,713,94,331,4.9395,0.6305
Copper,36.35,8.93,486,101,799,1.5023,0.6712
Copper,37.2,8.91,302,155,560,2.3753,0.8066
Copper,41.87,8.97,661,145,874,3.098,0.4194
Copper,35.69,8.98,683,178,160,17.717,0.4596
Copper,37.35,8.85,533,188,514,5.9258,0.6054
Copper,49.71,8.93,63,189,132,1.4581,0.6589
Copper,35.03,8.82,307,153,986,1.2593,0.6971
Copper,40.25,8.95,536,168,315,8.1907,0.8188
Copper,41.99,8.84,740,180,823,4.2532,0.6167
Copper,36.46,8.81,555,66,376,2.5923,0.6566
Copper,48.36,8.89,501,124,765,1.9587,0.8086
Copper,39.47,8.99,346,124,458,2.6851,0.6158
Copper,42.1,8.97,328,119,392,2.682,0.4831
Copper,40.38,8.89,690,125,173,10.7259,0.6112
Copper,40.37,8.84,422,115,625,1.729,0.7713
Copper,38.47,8.99,25,45,734,0.0436,0.6852
Copper,43.07,8.87,165,75,186,1.7104,0.5226
Copper,35.19,8.84,434,5,959,0.0572,0.4364
Copper,43.0,8.94,74,62,358,0.3159,0.4777
Copper,36.26,8.84,519,17,990,0.2758,0.8464
Copper,44.55,8.98,695,141,534,4.1608,0.6819
Copper,45.86,8.8,470,88,580,1.79,0.4244
Copper,36.2,8.83,710,185,787,5.2397,0.5851
Copper,47.96,8.82,688,186,424,5.382,0.4762
Copper,36.98,8.82,657,133,512,5.142,0.8047
Copper,41.87,8.81,32,82,929,0.0578,0.4914
Copper,49.18,9.0,112,14,357,0.0865,0.7603
Copper,47.68,8.94,42,75,224,0.2775,0.5358
Copper,36.41,8.89,349,54,829,0.505,0.6219
Copper,35.6,8.97,457,116,177,6.985,0.8283
Copper,41.94,9.0,247,128,998,0.8686,0.7898
Copper,45.6,8.95,639,170,975,2.048,0.5676
Copper,46.77,8.89,573,106,98,13.5232,0.7304
Copper,38.1,8.87,200,139,60,11.1293,0.8602
Copper,46.03,8.96,568,52,376,1.8852,0.4053
Copper,36.6,8.82,576,56,161,5.7933,0.5213
Copper,39.55,8.98,282,138,683,1.4017,0.5311
Copper,36.83,8.82,262,84,112,5.9752,0.6773
Copper,44.16,8.84,616,55,161,4.9957,0.7671
Copper,49.54,8.84,481,93,543,1.6582,0.5437
Copper,44.5,8.84,756,65,868,1.1116,0.6414
Copper,42.38,8.87,447,171,420,3.5091,0.7142
Copper,37.56,8.89,771,157,757,4.1286,0.5613
Copper,37.18,8.97,347,84,523,1.5255,0.6483
Copper,49.35,8.98,89,31,712,0.0795,0.8302
Copper,41.16,8.92,390,86,942,0.818,0.8999
Copper,35.92,8.97,234,20,774,0.1768,0.8259
Copper,48.83,8.81,619,167,521,4.6521,0.4433
Copper,40.86,8.9,330,6,320,0.1465,0.4697
Copper,48.22,8.91,760,115,741,2.9221,0.7361
Copper,48.68,8.94,305,114,598,1.3712,0.5642
Copper,46.19,8.84,43,95,442,0.2143,0.5594
Copper,49.22,8.93,648,148,817,2.7686,0.7743
Copper,35.75,8.9,781,12,754,0.3284,0.8426
Copper,48.99,8.93,513,181,60,26.066,0.4901
Copper,40.68,8.97,761,79,372,4.6693,0.8549
Copper,35.19,8.95,276,15,93,1.263,0.5043
Copper,40.22,8.88,549,96,807,1.7658,0.7508
Copper,41.61,8.83,422,195,497,3.4239,0.787
Copper,44.17,8.85,573,34,474,0.9877,0.8598
Copper,39.17,8.89,279,138,851,1.1665,0.5768
Copper,43.99,8.91,603,8,785,0.1543,0.4632
Copper,47.76,8.85,458,48,935,0.4166,0.6758
Copper,41.03,8.89,258,99,672,0.8698,0.7007
Copper,37.81,8.87,607,108,650,2.3301,0.6058
Copper,49.12,8.91,775,154,176,13.926,0.8928
Copper,37.11,8.84,163,107,291,1.86,0.8952
Copper,35.68,8.88,158,118,490,1.2774,0.7669
Copper,47.29,8.91,635,12,517,0.3727,0.868
Copper,40.95,9.0,123,88,490,0.4902,0.4445
Copper,46.52,8.97,584,27,759,0.4607,0.8821
Copper,42.83,8.8,122,16,109,0.3932,0.5098
Copper,35.31,9.0,352,194,686,2.646,0.8446
Copper,40.54,8.98,341,6,466,0.1227,0.4283
Copper,35.68,8.93,743,92,702,2.7432,0.5576
Copper,38.69,8.97,390,111,397,2.8547,0.7194
Copper,46.53,8.95,136,142,935,0.5116,0.5671
Copper,44.22,8.96,695,137,465,3.9182,0.8753
Copper,40.2,8.98,317,82,321,2.0277,0.4115
Copper,42.26,8.89,673,69,788,1.4143,0.5651
Copper,37.06,8.91,798,87,592,3.6399,0.4995
Copper,38.14,8.93,263,118,513,1.621,0.4258
Copper,46.7,8.82,239,110,818,0.7046,0.5537
Copper,48.99,8.86,430,64,277,1.9237,0.8771
Copper,47.44,8.84,351,199,928,1.4402,0.7124
Copper,39.26,8.82,582,76,811,1.4361,0.6864
Copper,40.54,8.87,89,197,111,3.7391,0.5276
Copper,47.11,8.99,643,129,350,4.6428,0.6752
Copper,43.0,8.83,648,85,81,17.6677,0.8785
Copper,40.97,9.0,274,20,714,0.2137,0.8578
Copper,43.7,8.9,630,118,294,6.8605,0.4533
Copper,43.6,8.83,671,114,630,3.2171,0.431
Copper,48.03,8.87,201,109,798,0.6689,0.728
Copper,38.72,8.97,391,121,175,5.8806,0.6755
Copper,49.87,8.85,182,60,642,0.314,0.8363
Copper,37.39,8.83,104,125,918,0.3894,0.4125
Copper,48.26,8.8,302,87,984,0.5648,0.6538
Copper,45.69,8.9,76,107,662,0.2659,0.8342
Copper,42.71,8.97,70,32,563,0.0924,0.4084
Copper,47.88,8.98,395,169,658,1.8079,0.5924
Copper,40.78,8.99,485,142,898,2.2012,0.4437
Copper,41.83,8.87,87,56,328,0.3609,0.494
Copper,38.38,8.99,296,27,491,0.5031,0.7653
Copper,47.14,8.99,520,160,195,7.378,0.5149
Copper,44.27,8.83,110,20,777,0.0636,0.5274
Copper,42.52,8.85,128,145,216,1.854,0.8529
Copper,46.3,8.84,348,96,170,3.9184,0.4007
Copper,39.18,8.88,364,158,361,4.7013,0.6424
Copper,39.45,8.99,378,6,358,0.1559,0.8052
Copper,45.52,8.89,611,99,555,2.456,0.7686
Copper,48.3,8.93,76,11,417,0.0446,0.5974
Copper,48.38,8.86,219,191,352,2.667,0.4336
Copper,45.55,8.87,480,26,420,0.6534,0.8309
Copper,45.25,8.92,503,167,729,2.1627,0.6877
Copper,45.35,8.95,772,53,632,1.5779,0.5581
Copper,35.33,8.91,306,32,984,0.2937,0.7871
Copper,35.34,8.99,420,124,146,8.8836,0.8094
Copper,43.69,8.89,528,30,896,0.4643,0.4428
Copper,39.18,8.84,56,13,383,0.0406,0.6339
Copper,46.86,8.82,424,144,251,5.37,0.5981
Copper,48.79,8.88,84,104,50,3.8897,0.5025
Copper,47.13,8.89,732,162,806,2.819,0.4347
Copper,43.16,8.95,442,147,658,2.1632,0.7904
Copper,46.04,8.9,240,41,440,0.488,0.6676
Copper,38.99,8.99,238,98,527,1.1513,0.5249
Copper,43.73,8.98,614,70,743,1.5575,0.4358
Copper,46.6,8.97,619,148,717,2.4374,0.5206
Copper,49.28,8.99,168,122,69,4.9407,0.8991
Copper,41.62,8.89,741,168,655,5.0851,0.475
Copper,39.99,8.92,560,115,998,1.8147,0.4663
Copper,45.11,8.85,676,188,937,2.5302,0.8388
Copper,40.77,8.96,751,71,278,5.3489,0.7357
Copper,38.76,8.98,681,140,113,25.1431,0.5733
Copper,44.57,8.97,37,170,202,0.6313,0.7706
Copper,40.16,9.0,505,115,125,10.7175,0.4851
Copper,48.33,8.91,497,133,692,1.7689,0.69
Copper,40.98,8.95,243,106,340,2.0679,0.4222
Copper,40.95,8.83,302,20,574,0.251,0.8604
Copper,46.14,8.91,747,189,498,5.0815,0.5016
Copper,37.57,9.0,404,147,789,2.1723,0.4161
Copper,47.45,8.93,697,45,799,0.9372,0.5362
Copper,36.26,8.95,798,184,601,6.1217,0.557
Copper,44.69,8.85,289,73,494,1.0427,0.7387
Copper,45.24,8.98,126,12,994,0.0386,0.6359
Copper,41.22,8.91,675,21,987,0.3787,0.7208
Copper,43.74,8.83,793,139,453,5.4603,0.783
Copper,44.45,8.91,331,178,724,2.0094,0.6359
Copper,37.1,8.93,216,6,818,0.036,0.4064
Copper,40.45,8.92,628,22,905,0.3063,0.746
Copper,44.27,8.83,505,200,845,2.8235,0.5128
Copper,35.42,8.99,383,40,83,4.3291,0.5712
Copper,40.89,8.93,150,12,521,0.0989,0.637
Copper,38.17,8.91,764,71,963,1.5381,0.685
Copper,40.48,8.82,790,65,649,1.8009,0.6456
Copper,43.39,8.93,280,90,716,0.7788,0.8967
Copper,37.45,8.96,498,135,334,5.2009,0.435
Copper,43.75,8.83,446,122,979,1.2546,0.6425
Copper,38.92,8.98,78,97,374,0.4277,0.8472
Copper,43.95,8.91,382,200,107,14.24,0.7048
Copper,39.1,8.93,571,107,152,11.2768,0.7559
Copper,42.47,8.98,762,140,804,2.6373,0.7854
Copper,35.41,8.85,530,18,819,0.3923,0.7553
Copper,45.67,8.88,115,140,233,1.2317,0.5134
Copper,35.89,8.87,573,74,218,6.4045,0.8254
Copper,38.16,8.9,166,133,834,0.6265,0.7002
Copper,40.0,8.89,160,162,126,4.3729,0.5651
Copper,42.13,8.95,523,72,644,1.5467,0.691
Copper,37.54,8.82,592,43,880,0.902,0.8025
Copper,36.27,8.85,263,40,273,0.9247,0.4588
Copper,46.62,8.9,769,70,641,1.8092,0.6118
Copper,38.21,8.91,407,25,431,0.574,0.6802
Copper,47.35,8.96,182,132,862,0.5987,0.5011
Copper,44.55,8.9,383,163,846,1.591,0.6441
Copper,46.93,8.95,219,93,906,0.5622,0.4599
Copper,39.38,8.98,690,57,191,5.9834,0.6697
Copper,36.46,8.85,306,24,430,0.4508,0.7195
Copper,49.57,8.89,164,64,389,0.5114,0.4738
Copper,47.45,8.98,315,47,913,0.3266,0.6767
Copper,49.97,9.0,507,46,382,1.1918,0.6888
Copper,35.26,9.0,798,127,850,2.916,0.8773
Copper,37.84,8.96,264,111,229,3.4048,0.4166
Copper,37.95,8.95,205,178,403,2.2549,0.7354
Copper,49.04,8.91,583,9,623,0.195,0.7268
Copper,49.05,8.86,177,162,831,0.6286,0.7083
Copper,36.2,8.8,507,83,188,5.8746,0.7762
Copper,42.29,8.88,503,187,506,5.1625,0.8819
Copper,47.72,8.98,419,37,235,1.5145,0.4436
Copper,41.03,8.9,273,77,489,1.1873,0.5743
Copper,45.46,8.94,599,147,805,1.9876,0.7459
Copper,49.45,8.87,499,157,449,4.211,0.7164
Copper,48.15,8.83,264,190,97,10.0349,0.5676
Copper,43.14,8.84,489,136,674,1.8568,0.7694
Copper,40.71,8.88,436,11,674,0.1434,0.7731
Copper,48.39,8.85,158,139,151,3.5782,0.4843
Copper,42.32,8.81,569,91,890,1.2788,0.6331
Copper,46.48,8.8,240,97,925,0.5062,0.5691
Copper,35.47,8.83,514,146,809,2.2669,0.4111
Copper,49.61,8.93,217,46,87,1.9777,0.7348
Copper,45.07,9.0,62,101,157,0.849,0.8635
Copper,39.79,8.98,791,133,505,4.7428,0.8129
Copper,45.89,8.84,715,108,590,3.1836,0.6368
Copper,39.2,8.97,721,142,452,6.5409,0.7602
Copper,38.01,8.98,308,125,816,1.4607,0.8217
Copper,44.83,8.85,686,108,225,6.3156,0.8489
Copper,47.39,8.86,226,22,224,0.4184,0.543
Copper,40.98,8.96,430,159,232,7.1884,0.4585
Copper,46.92,8.93,185,190,952,0.6855,0.8276
Copper,42.98,8.87,671,133,251,7.635,0.8415
Copper,45.38,8.95,79,147,597,0.3653,0.6002
Copper,40.25,8.96,521,54,591,1.3885,0.7547
Copper,43.48,8.92,752,136,981,2.3599,0.856
Copper,35.61,8.98,357,141,326,3.5736,0.6227
Copper,46.96,8.81,104,61,415,0.2809,0.8312
Copper,42.71,8.92,584,131,730,2.9046,0.5629
Copper,49.24,8.8,179,164,745,0.9567,0.519
Copper,42.51,8.84,481,76,394,2.5489,0.5141
Copper,45.54,8.95,128,48,72,2.0616,0.7947
Copper,49.56,8.87,217,20,424,0.2118,0.7954
Copper,36.14,8.93,98,186,930,0.5935,0.4412
Copper,43.2,8.99,449,16,611,0.2599,0.4446
Copper,36.42,8.84,800,110,240,8.3654,0.8268
Copper,40.15,8.94,481,17,954,0.235,0.5788
Copper,44.31,8.89,263,99,942,0.5135,0.4132
Copper,47.84,8.99,81,186,452,0.8043,0.6947
Copper,40.47,8.93,585,27,623,0.7184,0.7934
Copper,36.58,8.87,263,13,317,0.2461,0.6326
Copper,35.85,8.87,316,129,99,12.939,0.8957
Copper,45.62,8.81,646,149,789,2.5589,0.5145
Copper,39.03,9.0,606,51,760,1.2133,0.7279
Copper,36.4,8.85,413,68,312,2.5682,0.6674
Copper,41.24,8.86,70,32,136,0.4267,0.773
Copper,44.65,8.85,474,190,375,5.9525,0.5972
Copper,49.08,8.89,579,21,885,0.3133,0.7696
Copper,38.04,8.86,506,11,223,0.6801,0.8644
Copper,36.82,8.84,495,95,511,2.8731,0.6266
Copper,43.56,8.98,507,17,211,0.7877,0.8798
Copper,42.23,8.81,404,150,859,1.6027,0.8555
Copper,44.51,8.97,751,168,658,4.1297,0.5039
Copper,36.67,8.81,787,134,788,2.9249,0.5902
Copper,44.23,8.89,771,93,562,3.0654,0.6848
Copper,41.94,8.96,299,145,993,0.9203,0.5323
Copper,46.76,8.94,497,191,472,4.6752,0.8937
Copper,44.86,8.91,606,86,610,1.8704,0.6691
Copper,41.93,8.89,81,190,653,0.6308,0.8213
Copper,45.97,8.89,172,17,764,0.0874,0.5684
Copper,42.48,8.87,209,58,86,2.9125,0.6435
Copper,47.92,8.85,452,106,772,1.4259,0.8172
Copper,41.91,8.89,449,192,67,31.2,0.6079
Copper,43.66,8.92,798,57,330,2.825,0.413
Copper,46.61,8.85,262,127,506,1.6835,0.5976
Copper,38.67,8.88,197,197,564,1.9341,0.6986
Copper,41.71,8.97,695,34,129,4.6006,0.4161
Copper,35.83,8.92,417,58,495,1.5879,0.8097
Copper,47.2,8.86,177,114,883,0.388,0.8322
Copper,38.02,8.92,670,74,721,1.8791,0.6321
Copper,37.41,8.86,208,39,983,0.2367,0.4886
Copper,42.96,8.82,547,116,332,3.7759,0.7025
Copper,43.23,8.8,301,191,932,1.375,0.4596
Copper,35.43,8.84,795,156,434,6.8047,0.875
Copper,41.92,8.99,609,51,646,1.1909,0.7966
Copper,42.71,8.81,553,38,581,0.9275,0.5808
Copper,41.03,8.81,433,131,490,3.2244,0.6689
Copper,39.06,8.95,283,50,281,1.1262,0.6027
Copper,40.39,8.88,721,118,128,13.4217,0.6855
Copper,46.26,8.99,375,66,191,3.2693,0.7563
Copper,45.0,8.89,181,31,646,0.1873,0.8184
Copper,38.32,8.82,680,104,892,1.9731,0.5565
Copper,48.64,8.97,724,168,828,2.4355,0.4585
Copper,36.61,8.86,304,149,865,1.6571,0.7494
Copper,41.73,8.93,157,137,689,0.7095,0.5253
Copper,36.45,8.85,663,34,73,7.1232,0.5735
Copper,38.49,8.91,550,52,590,1.3514,0.4495
Copper,38.79,8.88,359,100,717,1.4401,0.5624
Nickel,70.12,8.75,111,12,307,0.0544,0.6293
Nickel,77.17,8.73,539,140,492,2.1434,0.8352
Nickel,68.67,8.83,681,78,922,0.8227,0.6844
Nickel,71.52,8.72,292,16,240,0.2516,0.4872
Nickel,73.74,8.85,325,115,129,3.7292,0.7577
Nickel,75.2,8.84,633,31,795,0.2716,0.4961
Nickel,78.02,8.86,590,91,822,0.9419,0.8069
Nickel,73.8,8.85,252,136,379,1.1008,0.6491
Nickel,75.33,8.88,439,129,136,6.3942,0.8707
Nickel,73.65,8.89,471,48,457,0.6175,0.5696
Nickel,65.62,8.71,73,128,235,0.6045,0.6782
Nickel,71.15,8.75,311,72,531,0.6759,0.5457
Nickel,71.88,8.7,107,45,507,0.1289,0.5961
Nickel,76.96,8.72,540,112,365,1.7606,0.653
Nickel,65.71,8.88,734,130,255,5.7742,0.7257
Nickel,71.89,8.88,168,184,331,1.3659,0.5767
Nickel,78.28,8.86,473,127,677,0.9995,0.775
Nickel,75.31,8.77,262,37,334,0.395,0.5715
Nickel,73.89,8.8,669,129,614,2.0394,0.5988
Nickel,78.36,8.71,609,160,923,1.2206,0.5164
Nickel,68.32,8.74,696,97,610,1.456,0.7129
Nickel,68.65,8.89,655,88,934,0.7568,0.7948
Nickel,77.54,8.78,709,27,952,0.2717,0.453
Nickel,74.29,8.71,715,104,919,1.0003,0.6751
Nickel,69.32,8.9,315,59,202,1.0826,0.5841
Nickel,69.9,8.88,603,149,526,2.3175,0.4157
Nickel,67.59,8.75,395,32,65,2.4302,0.5685
Nickel,69.23,8.74,478,118,791,1.0265,0.7396
Nickel,76.58,8.89,420,57,556,0.4838,0.5598
Nickel,77.15,8.85,730,72,163,4.8791,0.8902
Nickel,75.75,8.79,630,153,541,2.3943,0.5807
Nickel,72.31,8.78,238,102,577,0.6828,0.4026
Nickel,72.67,8.84,573,76,951,0.5207,0.5614
Nickel,74.23,8.87,317,155,738,0.9848,0.8783
Nickel,73.51,8.76,31,154,134,0.4909,0.7721
Nickel,74.13,8.78,522,98,527,1.1034,0.8734
Nickel,74.47,8.81,273,75,180,1.8085,0.8826
Nickel,68.39,8.85,125,68,80,1.5366,0.511
Nickel,65.92,8.8,524,98,786,1.0599,0.7042
Nickel,69.38,8.79,281,100,970,0.4663,0.8937
Nickel,79.9,8.89,703,70,81,7.8204,0.6018
Nickel,65.11,8.83,714,122,808,1.4925,0.7729
Nickel,78.14,8.79,263,43,161,0.9889,0.6089
Nickel,73.22,8.78,606,118,269,3.1223,0.4153
